country,location,longitude,latitude,start,end,epiUnit,species,death,cases,animale type,event_id,outbreak_id
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4279,114251
Cuba,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4895,114252
India,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,3211,114252
Romania,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4076,114251
Russia,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,3939,114251
United Kingdom,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4528,114251
Sweden,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4048,114251
South Africa,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3733,113461
Cyprus,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4768,114251
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4256,114251
United Kingdom,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4248,114251
Finland,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,3723,114251
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,3684,114252
Chile,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4775,114253
Norway,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4266,114251
Russia,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4483,114252
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4129,114252
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4126,114252
Ireland,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4735,114250
Italy,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3447,114250
Greece,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4165,114252
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4025,114252
Slovenia,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4203,114250
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4012,114252
Sweden,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4681,114251
United Kingdom,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,3438,114252
Ireland,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4049,114252
Hungary,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4107,114250
Austria,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4105,113461
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4637,114250
Japan,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4634,114252
Italy,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4640,114252
Croatia,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4092,114251
Austria,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4710,114251
China (People's Rep. of),Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,1626,114251
Russia,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,1766,113461
Italy,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4060,114250
Belgium,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4073,114252
United States of America,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4247,114251
Czech Republic,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4052,114252
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4127,114252
Hungary,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4070,112622
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4128,114250
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4215,114252
Portugal,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4216,114251
Finland,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4243,113461
United Kingdom,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4030,114253
Denmark,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4028,114252
France,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4184,114250
Japan,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4288,114251
Spain,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4231,114252
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4130,114250
Germany,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4131,114252
Nigeria,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4674,114250
Sweden,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4833,114250
Russia,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4729,114250
Ireland,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4524,114252
Netherlands,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,3374,114253
Israel,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4125,114250
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4101,114250
Serbia,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4034,114252
Switzerland,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4108,114250
Faeroe Islands,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4512,114251
Switzerland,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4733,114252
Colombia,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4668,114251
Czech Republic,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4836,114250
Portugal,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4583,114250
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4026,114251
Iceland,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4443,114250
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,3498,114251
Cuba,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4895,114251
Mexico,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4675,114250
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4279,114250
Netherlands,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4051,114250
Panama,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4789,113461
Estonia,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3756,114250
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4023,114250
United Kingdom,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4528,114250
Russia,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3939,114250
Canada,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4438,114250
Bulgaria,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,1696,113461
Romania,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4076,114250
Cyprus,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4768,114250
Croatia,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4092,114250
Greece,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4165,114251
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4256,114250
Russia,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4483,114251
Italy,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4640,114251
Sweden,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4681,114250
Norway,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4266,114250
Austria,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4105,110810
Ireland,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4735,113461
Ireland,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4049,114251
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,3684,114251
Italy,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3447,113461
Sweden,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4048,114250
United Kingdom,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4248,114250
Hungary,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4107,113461
Slovenia,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4203,113461
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4025,114251
Chile,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4775,114252
Finland,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3723,114250
Czech Republic,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4052,114251
South Africa,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3733,110810
Russia,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,1766,110810
Austria,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4710,114250
Belgium,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4073,114251
Japan,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4634,114251
United States of America,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4247,114250
France,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4184,113461
Japan,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4288,114250
Denmark,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4028,114251
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4126,114251
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4129,114251
United Kingdom,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4030,114252
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4127,114251
United Kingdom,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,3438,114251
Spain,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4231,114251
Hungary,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4070,114253
Italy,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4060,113461
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4637,113461
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4215,114251
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4012,114251
Portugal,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4216,114250
Finland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4243,110810
China (People's Rep. of),Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,1626,114250
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4128,113461
India,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,3211,114251
Sweden,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4833,113461
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4131,114251
Nigeria,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4674,113461
Netherlands,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,3374,114252
Russia,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4729,113461
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4130,113461
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4101,113461
Ireland,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4524,114251
Israel,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4125,113461
Switzerland,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4108,113461
Serbia,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4034,114251
Colombia,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4668,114250
Faeroe Islands,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4512,114250
Czech Republic,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4836,113461
Switzerland,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4733,114251
Iceland,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4443,113461
Portugal,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4583,113461
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3498,114250
Panama,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4789,110810
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4279,113461
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4023,113461
United Kingdom,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4528,113461
Netherlands,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4051,113461
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4026,114250
Mexico,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4675,113461
Cuba,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4895,114250
Russia,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3939,113461
Estonia,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3756,113461
Sweden,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4681,113461
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3684,114250
Greece,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4165,114250
Ireland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4735,110810
Norway,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4266,113461
Slovenia,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4203,110810
Bulgaria,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,1696,110810
Cyprus,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4768,113461
Austria,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4105,112623
Croatia,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4092,113461
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4025,114250
United Kingdom,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4248,113461
Sweden,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4048,113461
Canada,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4438,113461
Russia,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4483,114250
Romania,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4076,113461
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4256,113461
Italy,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4640,114250
Italy,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3447,110810
Chile,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4775,114251
